Boëne, Bernard  Rédacteur
Boers, Wil (1932-....)  Editeur scientifique
Boespflug, François (1945-....)  Directeur
Boespflug, Jean  Rédacteur
Boeswillwald, Christian (1950-....)
Boëtius, Henning (1939-....)
Boetsch, Gilles  Editeur scientifique
Boey, Stéphanie  Illustrateur
Boffa, Alessandro
Boffelli, Enrica
Bogaev, Oleg (1970-....)
Bogdan, Henry (1936-....)
Bogdanow, Fanni  Editeur scientifique
Boggio, Vincent
Boghossian, Manuel  Traducteur
Bogliolo, Félix
Bogliolo, François  Editeur scientifique
Bognar, Étienne
Bogousslavsky, Julien  Directeur
Bogs, Holger  Rédacteur
Boheman-Calderón, Mona
Bohers, Yvon
Bohler, Olivier  Directeur
Bohn, Dominique
Bohy, Anne
Boi, Paula  Illustrateur
Boi, Pierre
Boia, Lucian
Boidin, Bruno  Directeur
Boidin, Marc-Antoine  Illustrateur
Boileau, Cécile  Traducteur
Boileau, Claire
Boileau, David (1972-....)
Boileau, Gilles  Directeur
Boileau, Gilles  Rédacteur
Boileau, Nicolas (1636-1711)
Boileau, Pierre (1906-1989)
Boilet, Frédéric (1960-....)  Traducteur
Boilève, Marianne (1968-....)
Boillot, Élisabeth  Directeur
Boillot, Florence (1962-....)  Directeur
Boilot, Gérard (1944-....)
Boinais, Marie-Thérèse  Traducteur
Boinot, William
Boiral, Olivier  Directeur
Boireau, Jacques (1961-....)  Illustrateur
Boireau, Jean-Louis (....-1995)
Boireau-Tartarat, Suzanne
Boirivent, Pierre  Illustrateur
Boiron, Gilles (1959-....)
Boiron, Gilles (1959-....)  Illustrateur
Boiron, Michel  Editeur scientifique
Boiry, Philippe Alexandre (1927-....)
Boiry, Véronique (1948-....)  Illustrateur
Bois, Danis (1949-....)
Bois, Jean-Pierre (1945-....)  Directeur
Bois, Jean-Pierre (1945-....)  Editeur scientifique
Bois, Michel  Directeur
Bois, Nathalie  Directeur
Bois, Paul
Boisaubert, Irène  Illustrateur
Boisboissel, Henry de
Boiscommun, O. G. (1971-....)  Illustrateur
Boiscuvier, Eleonore  Rédacteur
Boisdeffre, Pierre de (1926-2002)  Editeur scientifique
Boisdron, Dominique  Traducteur
Boisel, Cécile  Adaptateur
Boisgelin, Christophe de
Boisgontier, Christian  Directeur
Boisi, Antonella
Boisier, Régine
Boisjoly, Nanou
Boismenu, Gérard
Boisnard, Annette  Illustrateur
Boisnard, Annick (1948-....)
Boisnard, Fabienne
Boisnard, Fabienne  Illustrateur
Boisnard, Philippe
Boissard, Janine (1932-....)
Boissard, Jérôme de (1938-...)
Boisseau Béharn, Hélène
Boisseau Béharn, Philippe
Boisseau, Nathalie
Boisseau, Philippe (1938-....)
Boisselier, Jackie
Boissellier, Stéphane  Directeur
Boisselot, Pierre (19..-.... ; statisticien)  Rédacteur
Boisserie, Pierre (1964-....)
Boisséson, Matthieu de (1950-....)
Boisset, Eric (1965-....)
Boissier, Denis (1948-....)  Illustrateur
Boissier, Jean-Marc  (1956-....)
Boissier-Rambaud, Claude
Boissière, Gabriel
Boissière-Mabille, Hélène
Boissières, Françoise
Boissieu, Christian de  Directeur
Boissin, Ely
Boissin, Jean-Pierre (1949-....)  Editeur scientifique
Boisson, Jean-Claude  Collaborateur
Boissonnade, Auguste (1922-....)
Boissonnas, Alain
Boissonnat, Jean (1929-....)
Boissonnet, Nicole
Boissy, Ingrid  Traducteur
Boissy, Jacques (1957-....)
Boissy, Madeleine
Boisteau, Manu (1969-....)
Boistel-Bombeke, Charlotte
Boisvieux, Christophe (1960-....)  Illustrateur
Boitard, Jean-Pierre
Boiteux, Marcel (1922-....)  Editeur scientifique
Boiteux, Marie-Thérèse
Boithias, Jean-Louis (1954-....)
Boitout, Laurence
Boittiaux, Bernard (1943-....)  Traducteur
Boittiaux, Claire-Isabelle
Boivin, Hervé  Illustrateur
Boivin, Jean-Pierre
Boivin, Jean-Pierre  Directeur
Boivineau, Louis-Marie
Boizette, Jean-Pierre
Bokar (rinpoché)
Bokiba, André-Patient  Directeur
Bolam, Emily  Illustrateur
Boland, Jack
Bolander-Gouaille, Christina
Bolaño, Roberto (1953-....)
Bolasell, Michel
Bolâtre, Régis
Boldych, Nicolas (1974-....)  Illustrateur
Bôle du Chômont, Lise  Illustrateur
Bolé, Jacques  Collaborateur
Bolger, Dermot (1959-....)
Boli, Basile (1967-....)
Boll, Dominique (1962-....)  Illustrateur
Bolla-Scotto, Claudine
Bollard, Christine  Adaptateur
Bolle, Corinne
Bolle, Jean-Pierre (1957-....)  Illustrateur
Bollée, Laurent Frédéric (1967-....)
Bollée, Laurent-Frédéric (1967-....)
Bollée, Michel
Bollène, Isabelle
Bollhalder Mayer, Regina
Bolliet, Dominique
Bolliger, Max
Bollinger, Lucas (1975-....)
Bollmann, Yvonne (1948-....)
Bolloch, Joëlle  Editeur scientifique
Bollon, Patrice
Bolloré, Gwenn-Aël (1925-....)
Bolly Bouekre, Bernard (1974-....)
Bologne, Jean Claude (1956-....)
Bolognesi, Robert
Bolotny, Frédéric  Rédacteur
Boltanski, Ariane
Boltanski, Jean-Élie
Bolton, Bill (1968-....)  Illustrateur
Bolton, Vivienne
Bolya, Baenga (1957-....)
Boman, Patrick
Bomati, Yves
Bomati, Yves  Editeur scientifique
Bombardier, Denise (1941-....)
Bommertz, Claude  Editeur scientifique
Bomsel, Olivier
Bon, Denis (1958-....)
Bon, François (1953-....)
Bon, François (1953-....)  Postfacier
Bon, Pierre (1948-....)  Illustrateur
Bona, Dominique (1953-....)
Bóna, István (1930-....)
Bonabel, Charles (1897-1970)
Bonabel, Éliane (1920-2000)
Bonaccorsi, Robert (1950-....)
Bonaccorso, Giovanni (1921-....)  Editeur scientifique
Bonafé-Schmitt, Jean-Pierre (1949-....)  Rédacteur
Bonafos, Christian
Bonafoux, Pascal (1949-....)
Bonal, François (1914-....)
Bonal, Gérard
Bonal, Jean (1942-....)
Bonalair, Jean-Christophe
Bonaldi, Jacques-François  Traducteur
Bonaldi, Ray  Traducteur
Bonalumi, Louis  Traducteur
Bonameau, Isabelle (1967-....)  Illustrateur
Bonaparte, Charles (1746-1785)
Bonaparte-Wyse, Louis-Napoléon (1936-....)
Bonardel, Françoise
Bonardi, Laurence  Rédacteur
Bonardot, Francine (1935-....)
Bonaud, Christian
Bonaventure (1962-....)
Bonaventure (saint ; 1221?-1274)
Boncenne, Colombe  Editeur scientifique
Boncompain, Jacques (1941-....)
Bond, Edward (1934-....)
Bond, Michael (1926-....)
Bond, Michael (1965-....)
Bondil, Danièle  Traducteur
Bondil, Marlène  Traducteur
Bondil, Nathalie (1967-....)  Directeur
Bondil, Pierre  Traducteur
Bondon, Michel (1932-....)
Bondoux, Anne-Laure (1971-....)
Bondoux, Éric
Bonduel, Philippe  Traducteur
Bonduelle, Jean (194-....)
Bonelli, Laurent  Directeur
Bonet, Georges  Directeur
Bonet, Luis (1910-1997)
Bonfait, Olivier  Editeur scientifique
Bonfante-Warren, Alexandra
Bonfanti, Monica S.
Bonfils, Denis (1949-....)
Bonfils, Patrick (1963-....)  Editeur scientifique
Bonfils, Serge (1923-....)
Bonfils, Serge (1923-....)  Directeur
Bongard, Roger
Bongeli Yeikelo ya Ato, Émile (1952-....)
Bongioanni, Alessandro  Directeur
Bongiovanni, Pierre
Bongiraud, Hélène  Illustrateur
Bongiraud, Jean-Michel (1955-....)
Bongrain, Anne  Editeur scientifique
Bongrand, Corinne  Illustrateur
Bonhoeffer, Dietrich (1906-1945)
Bonhomme, Annie (1939-....)
Bonhomme, Béatrice (1956-....)
Bonhomme, Catherine (1947-....)  Adaptateur
Bonhomme, Catherine (1947-....)  Traducteur
Bonhomme, Catherine  Traducteur
Bonhomme, Guy (1937-....)
Bonhomme, Marc  Directeur
Bonhomme, Matthieu  Illustrateur
Bonhomme, Michel (1948-....)
Bonhomme, Pierre (1924-....)  Traducteur
Boni, Alexandre
Boni, Michèle (1944-....)
Boni, Michèle (1944-....)  Directeur
Böni, Roland  Editeur scientifique
Boni, Tanella S. (1954-....)
Boni.D  Illustrateur
Boniblues
Bonicel, Marc
Bonicel, Régis  Illustrateur
Boniface, Jacqueline
Boniface, Jean-Michel
Boniface, Pascal (1956-....)
Boniface, Pascal (1956-....)  Directeur
Boniface, Xavier (1966-....)
Bonifassi Rekad, Irène
Bonifay, Claire  Traducteur
Bonifay, Eugène (1927-....)
Bonifay, Philippe (1959-....)
Bonin, Cyril (1969-....)
Bonin, Hubert (1950-....)
Bonin, Marcel
Bonin, Pierre-Yves  Directeur
Bonin, Yves  Traducteur
Bonis, Jean (1931-....)
Bonis, Oristelle  Traducteur
Boniver, Cathy  Adaptateur
Bonjawo, Jacques (1960-....)
Bonjean, Gery (1954-....)  Illustrateur
Bonjean, Madeleine
Bonmati, Jean-Marc
Bonn, Charles  Directeur
Bonnadier, Jacques
Bonnafé, Alphonse  Editeur scientifique
Bonnafé, Lucien (1912-2003)
Bonnafont, Claude (1934-....)  Traducteur
Bonnaire, Philippe
Bonnal, Jean-Claude
Bonnal, Nicolas
Bonnal, Philippe  Directeur
Bonnal-Desvigne, Simone
Bonnamour, Jacqueline (19..-.... ; éditrice)  Editeur scientifique
Bonnamour, Jacqueline (1924-....)  Directeur
Bonnamour, Robert  Editeur scientifique
Bonnamour-Lloyd, Dominique (1956-1999)
Bonnand, Gabriel (1969-....)
Bonnand, Jeannine  Illustrateur
Bonnand, Noam
Bonnard, Anne-Louise
Bonnard, Anne-Marie  Illustrateur
Bonnard, Jean-Yves
Bonnard, Maryvonne  Directeur
Bonnard, Thierry  Illustrateur
Bonnardel, Christine  Rédacteur
Bonnardel, Muriel
Bonnassie, Pierre (1932-....)  Editeur scientifique
Bonnaud, Jacques (1929-....)
Bonnault d'Houët, Xavier de (1847-1923)  Editeur scientifique
Bonne, Béatrice  Traducteur
Bonneau, Georges (1897-....)  Traducteur
Bonneau, Renée
Bonneau, Stéphan  Illustrateur
Bonneau, Thierry (1960-....)
Bonnebouche, Jean
Bonnefille, Éric
Bonnefis, Philippe
Bonnefoi, Geneviève
Bonnefond-Coudry, Marianne  Editeur scientifique
Bonnefous, Claire  Traducteur
Bonnefous, Édouard (1907-....)
Bonnefous, Édouard (1907-....)  Préfacier
Bonnefoy, Edouard (1974-....)
Bonnefoy, Jean (1950-....)
Bonnefoy, Jean (1950-....)  Traducteur
Bonnefoy, Jeanine
Bonnefoy, Noël (19..-.... ; chef de la mission économique au Ghana)  Directeur
Bonnefoy, Yves (1923-....)
Bonnefoy, Yves (1923-....)  Editeur scientifique
Bonnel, Stéphane  Rédacteur
Bonnel, Xavier  Rédacteur
Bonnell, Robert
Bonnelle, Marc
Bonnemains, Jacqueline (1939-....)
Bonnemayre, Pascal
Bonner, Elena
Bonnerot, Anne-Marie
Bonnéry, Stéphane
Bonnet, Allan
Bonnet, Bénédicte
Bonnet, Bénédicte  Editeur scientifique
Bonnet, Bernard (1948-....)
Bonnet, Catherine (1961-....)  Rédacteur
Bonnet, Delphine
Bonnet, Dominique (1964-....)
Bonnet, Doris  Directeur
Bonnet, Francis (1931-....)
Bonnet, Francis (1953-....)  Directeur
Bonnet, Frank (19..-.... ; auteur de bandes dessinées)
Bonnet, Frédéric
Bonnet, Frédéric  Préfacier
Bonnet, Gérard (1948-....)  Illustrateur
Bonnet, Guillaume (19..-.... ; éducateur spécialisé)
Bonnet, Hubert  Collaborateur
Bonnet, Jacques (1934-.... ; mathématicien)
Bonnet, Maurice (19..-.... ; illustrateur)  Illustrateur
Bonnet, Michel (19..-.... ; directeur de recherche)  Directeur
Bonnet, Olivier
Bonnet, Philippe (19..-.... ; traducteur)  Traducteur
Bonnet, Philippe (1956-....)  Directeur
Bonnet, René (1905-1998)
Bonnet, Thierry (1967-....)  Illustrateur
Bonnet, Yannik (1933-....)
Bonnet, Yves (1935-....)
Bonnet-Bidaud, Jean-Marc
Bonnet-Marcot, Laurence
Bonnet-Piron, Daniel
Bonnet-Rousseau, Catherine  Rédacteur
Bonnetain, Paul (1858-1899)
Bonneton, France
Bonneton, Joël (1951-....)
Bonneton, Natalie
Bonnette, Patrick (19..-.... ; capitaine)
Bonneval, Claude
Bonneval, Gwen de
Bonneval, Gwen de (1973-....)  Illustrateur
Bonneville, Françoise de
Bonneville, Marc
Bonnewitz, Patrice
Bonnichon, Philippe
Bonnier, Bernadette  Directeur
Bonnier, Charles (1863-1926)
Bonnier, Erick  Illustrateur
Bonnier, Henry (1932-....)  Editeur scientifique
Bonnifet, Fabrice
Bonnin, Annette  Rédacteur
Bonnin, Daniel (1947-....)
Bonnin, Jacques (1924-....)
Bonnin, Jacques (1924-....)  Adaptateur
Bonnin, Monique
Bonnin-Ponnier, Joëlle
Bonning, Tony
Bonniol, Magali (1977?-....)
Bonniol, Magali (1977?-....)  Illustrateur
Bonniot de Ruisselet, Jacques
Bonnot, Michelle (1936-....)  Traducteur
Bonnot, Olivier  Directeur
Bonnot, Thierry (1970-....)
Bonnot, Xavier-Marie
Bonnuit, Jean-Claude
Bonny, Marie  Illustrateur
Bonny, Yves  Collaborateur
Bonny, Yves  Editeur scientifique
Bononno, Robert  Traducteur
Bonotaux, Gilles (1956-....)
Bonotaux, Gilles (1956-....)  Illustrateur
Bonpain-Lelieur, Véronique (1957-....)
Bons, Eberhard  Editeur scientifique
Bonsergent, Baudoin
Bonson, Richard  Illustrateur
Bonte, Benoît  Illustrateur
Bonte, Jacques
Bonte, Pierre (1942-....)
Bontekoe, Willem Ysbrantsz (1587-1657)
Bontempelli, Bruno (1948-....)
Bontemps, Daniel (1950-....)
Bontemps, Florence
Bontour, Anne
Bontoux, Daniel
Bontoux, Marie-Noëlle
Bonucci, Silvia  Traducteur
Bonvin, Jacques (1943-....)
Bonvoisin, Marèges
Bony, Anne
Bony, Christophe  Collaborateur
Bony, Jacques (1932-....)  Editeur scientifique
Bony, Jacques (1948-....)  Directeur
Bonzon, Laurent (1964-....)
Bonzon, Paul-Jacques (1908-....)
Boone, Virginie
Booth, Basil
Booth, Stephen (1952-....)
Boothman, Nicholas
Boothroyd, Ninette  Traducteur
Bootz, Jean-Philippe  Rédacteur
Boquet, Véronique
Boraso, Marina  Traducteur
Borch-Jacobsen, Mikkel
Borchi, Massimo  Illustrateur
Borchiellini, Serge (1959-....)
Borcoci, Eugen
Borda, Itxaro (1959-....)
Bordage, Pierre
Bordage, Pierre (1955-....)
Bordat, Francis
Bordaz, Odile
Borde, Jacques (1955-....)  Préfacier
Bordeaux, Albert (19..-.... ; traducteur)  Traducteur
Bordeaux, Michèle
Bordeaux, Patrick
Bordeaux, Paul
Bordelais, Christian (1950-....)  Editeur scientifique
Bordeloup, Alain
Bordenave, Laurence
Bordères, Yves (1952-....)
Borderie, Alain  Rédacteur
Borderie, Roger  Editeur scientifique
Borderieux, Philippe (1952-....)  Illustrateur
Bordes, Alain (1944-....)  Illustrateur
Bordes, André  Illustrateur
Bordes, Gilbert (1949-....)
Bordes-Benayoun, Chantal  Directeur
Bordessoule, Éric  Directeur
Bordet, Pierre (1914-1996)
Bordet, Pierre (1954-....)
Bordet, Pierre (1954-....)  Illustrateur
Bordier, Jean-Pierre  Editeur scientifique
Bordillon, Henri  Editeur scientifique
Bordonaba, Ainoha (1976-....)  Traducteur
Bordonaro, Christian
Bordoni, Chiara  Illustrateur
Bordonove, Georges (1920-....)
Boré, Henri (1908-....)
Borel, Claude  Illustrateur
Borel, Hélène
Borel, Jacques (1925-....)
Borel, Jacques (1925-2002)
Borel, Jacques (1925-2002)  Editeur scientifique
Borel, Jacques (1925-2002)  Postfacier
Borel, Jacques-Paul (1931-....)
Borel, Marie
Borel, Myriam  Traducteur
Borel, Nicolas  Illustrateur
Borel, Pétrus (1809-1859)
Borel, Vincent (1962-....)
Borella, François (1932-....)  Directeur
Borella, Jean
Borella, Jean  Editeur scientifique
Borella, Jean  Préfacier
Borella, Vincent
Borelli-Jacquet, Francine (1932-....)
Borensztein, Pascale
Borer, Alain (1949-....)
Borer, Alain (1949-....)  Préfacier
Borfiga, Estelle  Collaborateur
Borg, Alain
Borgarino, Didier
Borgé, Jacques
Borgeaud, Emily  Traducteur
Borges, Jorge Luis (1899-1986)
Borgetto, Michel
Borghi, Roland
Borghys, Diederik
Borhan, Pierre (1947-....)  Directeur
Borie, Jean (1935-....)
Bories, Alain  Traducteur
Bories, Myra  Traducteur
Bories, Patrick (1957-....)
Borja de Mozota, Brigitte
 Borksztein ,  Roselyne  Traducteur
Borloo, Jean-Louis
Borm, Jan  Editeur scientifique
Bormans, Christophe
Borms, Jan
Born, Günter
Born, Vibeke
Bornancin, Bernadette
Bornancin, Michel (1939-....)
Borne, Alain (1915-1962)
Borne, Dominique (1939-....)  Directeur
Borne, Isabelle  Illustrateur
Bornecque, Robert (1926-....)
Bornens, Régine
Bornet, Jacques (1950-....)
Bornet, Philippe (1958-....)
Borniche, Bernadette Bertin (Mme)
Boronat, Patrick  Compositeur
Borraz, Françoise  Traducteur
Borraz, Olivier  Rédacteur
Borraz, Raymond  Traducteur
Borrego-Pérez, Manuel  Editeur scientifique
Borrel, Jeanine
Borrel, Marie (1952-....)
Borrelli, Mari  Auteur adapté
Borrelli, Paul
Borricand, Jacques
Borrillo, Daniel
Borrmans, Maurice
Borry, Marc
Bort, Antoine
Bortoft, Henri (1938-....)
Borton, John (1955-....)  Directeur
Bory, Jean-François (1938-....)
Bory, Jean-Louis (1919-1979)
Borys, Jean-Michel
Borza, Horace (1923-....)
Borzeix, Daniel (1942-....)
Borzic, Jean
Bos, Burny (1944-....)
Bos, Egbert P.  Editeur scientifique
Bos, Jean-Pierre (1947-....)  Illustrateur
Bosc, Gérard (1937-....)
Bosc, Michel (1963-....)  Collaborateur
Bosc, Pierre (1943-....)
Bosc, Serge (1941-....)
Bòsc, Zefir (1927-....)
Bosch-Delorme, Kathrin  Traducteur
Bosche, Marc
Boscher, Serge (1929-....)
Boschet, Jean-Michel  Traducteur
Boschetti, Silvia  Illustrateur
Bosco, Annie
Bosco, Henri (1888-1976)
Bösersach, Charles (1949-....)
Bosio, Sabine  Traducteur
Bosman, Françoise  Directeur
Bosman, Françoise  Rédacteur
Bosquet, Alain (1919-1998)
Bosquet, Alain (1919-1998)  Traducteur
Boss, Katia
Boss, Virginie
Bossard, Jean-Marie (1943-....)
Bossard, Mickäel
Bosschaert, Jan  Illustrateur
Bosschère, Guy de (1924-....)
Bosse
Bossé, Laurence  Préfacier
Bossé, Yves (1937-....)
Bosse-Platière, Suzon  Directeur
Bossennec, Christine  Traducteur
Bosser, Jacques (1945-....)  Traducteur
Bosser, Pierre (1962-....)  Illustrateur
Bosserdet, Karine  Illustrateur
Bosserelle, Eric  Rédacteur
Bossio, Sandra  Collaborateur
Bosso, Stéphane (1971-....)
Bosson, Gérard (1943-....)
Bossu, Alain
Bossu, Sébastien
Bossuet, Jacques Bénigne (1627-1704)
Bossut, Nicole  Directeur
Bost, Charles (1871-1943)
Bost, Hubert
Bost, Jean-Pierre
Bostyn, Françoise  Directeur
Boswell, James
Boswell, James (1740-1795)
Boswell, William
Bot, Jean-Marc (1944-....)
Botelho, João Bosco
Botella, Louis (1943-....)
Botero, Fernando (1932-....)
Botero, Juan Carlos (1960-....)
Botet, Renat (1922-....)  Traducteur
Both, Heinke  Illustrateur
Both, René (1936-....)
Both-Diez, Anne-Marie de  Traducteur
Botrel, Alan (1954-....)  Traducteur
Bott, François (1935-....)
Botta, Gabriele (1975-....)
Botta, Henri  Directeur
BottEd
Bottéro, Jean (1914-....)
Bottéro, Jean (1914-....)  Traducteur
Bottero, Maryse
Bottero, Pierre (1964-....)
Bottet, Béatrice (1950-....)
Bottet, Maurice (1862-1922)
Botto, René
Bottollier, Christophe (1969-....)
Botton, Alain de (1969-....)
Botton, Pierre (1955-....)
Bottura, Pierre  Directeur
Bou, Stéphane
Boua, Bahia  Illustrateur
Bouabdillah, Youssef
Boualem, Hassam
Bouamama, Saïd
Bouanchaud, Bernard
Bouaziz, Bella  Rédacteur
Bouaziz, Franck
Boubakeur, Dalil (1942-....)
Boubaya, Annabelle
Boubel, Jean-Claude
Boubli, Lizzie  Rédacteur
Boubli, Myriam  Directeur
Boublil, Alain (19. - .... ; auteur de comédies musicales)
Boucard, Daniel
Boucaud, Michel de
Boucaut, Pierre (1940-....)  Illustrateur
Boucekkine, Ghania  Traducteur
Bouchaillou, Béatrice  Editeur scientifique
Bouchain, Christian
Bouchama, Nadia
Bouchard, André (19..-....)
Bouchard, Corinne (1958-....)  Traducteur
Bouchard, François (1932?-....)  Traducteur
Bouchard, Françoise (1940-....)
Bouchard, Gilbert (1957-....)
Bouchard, Gilbert (1957-....)  Illustrateur
Bouchard, Hélène (1961-....)
Bouchard, Jacques (1940-....)  Traducteur
Bouchard, Jean-François
Bouchard, Jean-Marie  Directeur
Bouchard, Jean-Philippe
Bouchard, Nicolas (1962-....)
Bouchard, Robert  Directeur
Bouchard, Robert  Editeur scientifique
Bouchard, Robert  Préfacier
Bouchard, Stéphane  Traducteur
Bouchard, Violaine  Adaptateur
Bouchard-Camedescasse, Cathy
Bouchard-Lespingal, Monique
Bouchardy, Christian  Directeur
Bouchareine, Christine  Traducteur
Boucharlat, Jean-Jacques (1955-....)
Bouchaudy, Jean-François
Bouche, Georges
Bouche, Nicolas
Boucheqif, Nasser-Edine
Boucher de Crèvecoeur, Etienne (1791-....)
Boucher de Perthes, Jacques (1788-1868)
Boucher, Alice  Traducteur
Boucher, Corinne
Boucher, Denise (1935-....)
Boucher, Dominique (19..-.... ; spécialiste en économie)  Rédacteur
Boucher, François (1885-1966)  Editeur scientifique
Boucher, François (1960-....)
Boucher, Gwenaelle  Editeur scientifique
Boucher, Jacqueline (1930-....)
Boucher, Joëlle (1947-....)  Illustrateur
Boucher, Marie-Anne
Boucher, Michel (1955-....)
Boucher, Michel (1955-....)  Illustrateur
Boucher, Philippe (1956-....)  Illustrateur
Boucher, Samuel
Boucher-Piwowar, Katy
Boucherand, Violaine (1976-....)  Illustrateur
Boucherit, Aziza
Bouchery, Dan (1944-....)
Bouchery, Dan (1944-....)  Illustrateur
Bouchet, Alain (1926-....)
Bouchet, Alain (1940-....)
Bouchet, Christian (1955-....)
Bouchet, Claire
Bouchet, Claudie
Bouchet, Claudine
Bouchet, Florence  Traducteur
Bouchet, François$ (19..-.... ; spécialiste en littérature)  Préfacier
Bouchet, Marie-Hélène  Illustrateur
Bouchet, Raoul (1896-1916)
Bouchet, René (1940-....)
Bouchet, René (1948-....)  Editeur scientifique
Bouchet, Thomas
Bouchet-Forner, Michèle  Traducteur
Bouchet-Saulnier, Françoise (1960-....)
Bouchez, Antoine
Bouchez, Jacques
Bouchez, Jérôme (1963-....)  Illustrateur
BouchezRoger
Bouchiat, Geneviève
Bouchier, Albert
Bouchikhi, Hamid (1959-....)
Bouchilloux, Emmanuelle  Illustrateur
Bouchindhomme, Christian (1954-....)  Traducteur
Bouchon, François
Bouchon, Jean (1955-)
Bouchon, Jean-Paul (1953-....)
Bouchon, Jean-Paul (1953-....)  Editeur scientifique
Bouchon, Maurice (1891-1975)
Bouchony, Anne de  Traducteur
Bouchot, Vincent (19..-.... ; géologue)  Editeur scientifique
Bouchoux, Jacques (1956-....)
Bouchrara-Zannad, Traki (1949-....)
Bouchut, François
Bouchy, Jean-Michel
Boucon, Jean
Boucot, Sophie
Boucq, François (1955-....)  Illustrateur
Boucry-Moret, Isabelle
Boucton, Thierry  Illustrateur
Boudalika, Litsa (1962?-....)  Préfacier
Boudard, Alphonse (1925-....)
Boudard, Bruno  Traducteur
Boudard, Maryse (1949-....)
Boudard, Robert (1926-....)
Boudarel, Georges (1926-....)  Traducteur
Boudassou, Bénédicte
Boudaud, Michel (1941-....)
Boudeau, Émile
Bouder, Annie  Rédacteur
Bouderlique, Max (1923-....)
Boudet, Christine (1963-....)  Rédacteur
Boudet, Dominique
Boudet, Paulette
Boudier-Ducloy, Nicolas
Boudin, Gilles
Boudine, Jean-Pierre
Boudinet, Gilles
Boudjedra, Mohamed (1954-....)
Boudjedra, Rachid (1941-....)
Boudjellal, Farid (1953-....)
Boudjenah, Yasmine
Boudon, Isabelle  Traducteur
Boudon, Jacques-Olivier
Boudon, Philippe
Boudon, Philippe  Préfacier
Boudon, Pierre (1942-....)
Boudon, Raymond (1934-....)
Boudonnat, Louise
Boudot, Lucien (1929-...)
Boudot, Olivier (1962-....)
Boudot, Pierre (1930-1988)
Boudou, Alain (1949-....)  Editeur scientifique
Boudou, Bénédicte
Boudou, Josette (1935-....)
Boudouin, Daniel (1947-....)
Boudouresques, Bernard  Commentateur
Boudoussier, Gilbert (1951-....)
Boudrant, Joseph (1946-....)  Editeur scientifique
Boudreau, Martine
Boudreault, France  Traducteur
Boudreault, Miville  Traducteur
Boudrie, Michel  Collaborateur
Boué, Georges (1928-....)
Bouelles, Charles de (1470?-1553)
Bouet, André  Directeur
Bouët, François  Illustrateur
Bouet, Jean-Pierre
Bouet, Marie-Ange  Rédacteur
Bouet, Marie-Laure
Bouet, Philippe (1971-....)
Bouet, Pierre (1937-....)  Directeur
Bouffartigues, Alain  Traducteur
Bouffay, Régis (1950-....)  Illustrateur
Bouffiès, Raymonde Calvet (1937-....)
Bouflet, Joachim (1948-....)
Bougalkow, Pascal  Illustrateur
Bougard, François  Directeur
Bougault, Dominique  Collaborateur
Bougeard, Christian (1952-....)
Bougeard, Christian (1952-....)  Directeur
Bougeault, Pascale (1958-....)
Bougeault, Pascale (1958-....)  Illustrateur
Bougerolle, Annick  Illustrateur
Bougherara, Hadri
Bougherra, Souhil (1978-....)
Bougie-Helleux, Marie-Françoise  Préfacier
Bouglé, Frédéric (1956-....)
Bouglé, Frédéric (1956-....)  Directeur
Bougnol, André
Bougnoux, Daniel
Bougoux, Christian (1944-....)
Bougrab, Jeannette (1973-....)
Bouguennec, Chantal
Bouguéon, Georges  Collaborateur
Bouguerra, Mohamed Larbi (1936-....)
Bouhana, Albert
Bouhnik, Laurent (1962-....)
Bouhours, Jean-Michel  Editeur scientifique
Bouhours, Xavier  Illustrateur
Bouhy, Laurent
Bouïda, Iouri (1954-....)
Bouillaguer, Frédéric
Bouillaguet, Annick (1943-....)
Bouillaguet, Annick (1943-....)  Editeur scientifique
Bouillard, Guilaine (1961-....)
Bouillat, Marius (1921-....)
Bouillé, Loïc
Bouillé, Pierre (1948-....)  Illustrateur
Bouiller, Robert (1935-....)  Editeur scientifique
Bouillier, Grégoire (1960-....)
Bouillon, Claude (19..-.... ; spécialiste en cosmétique)
Bouillon, Philomène  Collaborateur
Bouillot, Françoise (1954-....)
Bouillot, Françoise (1954-....)  Traducteur
Bouillot, Michel (1929-....)
Bouillot, René  Editeur scientifique
Bouillot, René  Traducteur
Bouin, Anne
Bouin, Anne  Adaptateur
Bouin, Annette
Bouin, Philippe (1949-....)
Bouin, Xavier
Bouinot, Jean
Bouiron, Marc  Editeur scientifique
Bouissac, Joffrey (1980-....)
Bouisset, Simon
Bouisson, Jean
Bouissou, Brigitte
Bouissou, Christine
Bouissou, François  Editeur scientifique
Bouissou, Jean-Marie  Collaborateur
Bouissou, Sylvie (1955-....)  Directeur
Bouissoux, Julien (1976?-....)
Boujemaa, Hatem
Boujon, Christophe  Directeur
Bouju, Emmanuel
Bouju, Emmanuel  Directeur
Bouju, Jacky
Bouju, Stéphane
Boujut, Michel (1940-....)
Boukhari, Ahmed (1939-....)
Boukhobza, Noria
Boukobza, Claude (1948-....)
Bouky, Boaz  Illustrateur
Boulagnon, Paul (1920-....)
Boulain, François
Boulaire, François (1944-....)  Directeur
Boulanger, Daniel (1922-....)
Boulanger, Françoise (1940-....)
Boulanger, Jean-Claude (1945-....)
Boulanger, Jean-Louis (1953-....)
Boulanger, Marc
Boulanger, Marie-Sophie (1967?-....)
