Lienhard, Friedrich (1865-1929)
Lienhard, Martin (1946-....)
Lienhard-Fernàndez, Béatrice  Traducteur
Lienhardt, Jean  Directeur
Lienhart, André  Editeur scientifique
Lieron, Cyril  Illustrateur
Lietanie, David
Lietzow, Eckhard
Lieutard, Arvei
Lieutaud, Jacqueline (1942-....)  Directeur
Liévain, Sonia-Ana  Illustrateur
Lièvre, Éloïse
Lièvre, Éloïse  Editeur scientifique
Lièvre, Pascal (1956-....)
Lièvre, Pascal (1956-....)  Editeur scientifique
Lièvre, Viviane  Collaborateur
Lièvremont, Christophe (1963-....)
Lifschitz, Daniel (1937-....)
Lifshitz-Krams, Anne
Ligen, Jean
Liger, Francine (1949-....)  Traducteur
Liger-Belair, Jacques
Light, Michael (1963-....)  Illustrateur
Lightfoot, Nigel Francis
Lightle, Steve (1939-....)
Ligier, Jean-Louis (1958-....)
Ligné, André (1936-....)
Ligne, Charles Joseph de (1735-1814)
Lignereux, Aurélien
Lignières, Jean de
Lignières, Paul
Lignières-Cassou, Martine (1952-....)  Directeur
Ligny, Claude  Traducteur
Ligny, Jean-Marc (1956-....)
Ligny, Jean-Marc (1956-....)  Directeur
Ligny, Michel  Traducteur
Ligonnet, Gérald
Ligot, Maurice (1927-....)  Rédacteur
Ligou, Daniel  Editeur scientifique
Liholm, Molly
Likwornik, Moty
Lilen, Henri
Lilensten, Jean
Liley, Vicki
Lille, François
Lilly, Mike (19..-... ; dessinateur de bandes dessinées)
Lilou (1987-....)
Lim, Jung-Hae
Lima Pimentel de Sousa, Verônica
Lima, Robson Nunes de
Limane, Hassan  Collaborateur
Limbour, Georges (1900-1970)  Traducteur
Limbourg, Jules
Limburg, Antoine van
Limido, Luisa
Limongi, Laure
Limoni, Jacques  Traducteur
Limouse, Lyne (1933-)
Limouzin, René (1926-....)
Lin, Chingli
Lin, Shishan (1956-....)  Adaptateur
Lin, Shishan (1956-....)  Editeur scientifique
Linant de Bellefonds, Pascale  Directeur
Linant de Bellefonds, Xavier
Linard, André (1946-....)
Linares, Juan Luis
Lincourt, Marie
Lind, Ingela (1943-....)
Lindbergh, Alika (1929-....)
Lindbergh, Reeve
Lindecker, Jacques (1960-....)
Linden, Eugene
Linden, Gerdien van der  Illustrateur
Lindenfeld, Jacqueline (1934-....)
Lindenmayer, Clem
Linder, Marie-Dominique
Linder, Théo
Linder, Valérie (1969-....)  Illustrateur
Lindgren, Astrid (1907-....)
Lindgren, Astrid (1907-2002)
Lindgren, Barbro (1937-....)
Lindier, Serge
Linditch, Florian
Lindner, Manfred (19..-.... ; propriétaire de gerbilles)
Lindo, Elvira (1962-....)
Lindois, Sophie  Traducteur
Lindon, Denis
Lindon, Mathieu (1955-....)
Lindqvist, Sven (1932- ; romancier)
Lindsay, Paul (1930-....)
Lindsay, Vachel
Lindsay, William
Lindsey, David L. (1944-....)
Lindström, Eva (1952-....)  Illustrateur
Linehan, Patricia  Illustrateur
Lines, Malcolm E. (1936-....)
Ling, Fei (1953-....)
Lings, Martin
Lingwood, William  Illustrateur
Linhart, Danièle
Link, Charlotte (1963-....)
Linkohr, Rolf  Préfacier
Linnankoski, Johannes (1869-1913)
Linné, Carl von (1707-1778)
Linnell, Björn (1952-....)
Linon-Chipon, Sophie (1964-....)  Editeur scientifique
Linquette, Jean-Louis (19..-2001)
Lintz, Guy
Linz, Cathie
Lioger, Richard (1957-....)
Lion, Robert  Préfacier
Lionnet, Corinne
Lionni, Leo (1910-1999)
Lions, Pierre-Louis (1956-....)
Liotard-Schneider, Maxime
Liou, Bernard  Editeur scientifique  Traducteur
Liou, Kia-hway  Traducteur
Lipax, Michel
Lipeti, Alexandra
Lipinski, Pascal
Lipman, Elinor
Lipp, Frank Joseph
Lippinois, Christian (1945-....)
Lipsyc, Sonia Sarah
Lipszyc, Rachel  Collaborateur
Lira, Gonzalo
Liroy, Lucien
Lis, Michel (1937-....)
Lisanti-Kalczynski, Cécile
Liscia-Bijaoui, Corinne  Directeur
Liseux, Isidore (1835-19..)  Traducteur
Lisle, Christiane de  Traducteur
Lisle, Isabelle de
Lisle, Isabelle de  Editeur scientifique
Lismonde, Jean
Lismonde, Pascale
Lison-Leroy, Françoise (1951-....)
Lissillour, Jean-Pierre  Directeur
Lissorgues, Gérard  Rédacteur
Lista, Giovanni
Lista, Giovanni (1943-....)
Lista, Giovanni (1943-....)  Préfacier
Litaize, Alain
Litaize, Maryvonne  Traducteur
Litchfield, Jo
Lithwick, Nathalie  Traducteur
Litra, Marie (1947-....)
Litrico, Xavier  Directeur
Litt, Toby (1968-....)
Littaye, Alain  Editeur scientifique
Little, Bentley (1960-....)
Little, Kate
Little, Roger  Préfacier
Littleton, C. Scott  Directeur
Littoz-Baritel, Stéphane (1955-....)
Littré, Émile (1801-1881)
Litvine, Alexis (1962-....)
Liu, Cricket
Liu, Xiang (0077 av. J.C.?-0006 av. J.C.?)
Liu, Xinglong (1956-....)
Liu, Xinwu (1942-....)
Liu, Yiqing (040-0444)
Livache, Philippe  Illustrateur
Livchine, Jacques
Livet, Charles-Louis (1828-1898)
Livet, Jacques (19..-.... ; photographe)
Livet, Jean-Pierre  Directeur
Livet, Laurent
Livet, Pierre
Livet, Pierre  Directeur
Livi, François  Préfacier
Livian, Yves-Frédéric (1942?-....)
Livingston, Jane
Livingstone, J. B.
Livio, Didier
Livolsi, André
Livory, Pierre
Lizambard, Dominique  Illustrateur
Lizano, Marc (1970-....)
Lizano, Marc (1970-....)  Illustrateur
Lizárraga, Félix
Lizé, Patrick
Lize, Rolland  Illustrateur
Lizeaux, Claude  Directeur
Lizet, Bernadette
Lizet, Bernadette  Editeur scientifique
Lizin, Michel
Lizy (1941-....)
Ljunggren, Bengt
LLaderes, Françoise
Llamas, Armando (1950-....)
Llanos, Jacqueline  Rédacteur
Llao, Line
Llaves, Pierre
Lledo, Pierre-Marie
Llewellyn Smith, Michael  Collaborateur
Llodra-Marcon, Germaine
Llona, Victor  Traducteur
Llorente, Jesús
Llorente, Marta
Lloyd, Lilian (1973-....)
Lloyd, Richard Wingate  Editeur scientifique
Lloyd, Rosemary  Traducteur
Lo Jacomo, François
Lo Presti, Philippe  Illustrateur
Lo, Kok Kit (1974-....)  Illustrateur
Loac (1973-....)  Illustrateur
Loaëc, Marie-Hélène
Loas, Gwenolé
Lob, Jacques (1932-1990)  Auteur adapté
Loba, Gilbert
Lobé
Lobé  Illustrateur
Lobel, Anita
Lobel, Anita  Illustrateur
Lobel, Gillian
Lobera, Marcelo  Traducteur
Lobkowicz, Wencesclas de
Lobrichon, Guy (1945-....)  Directeur
Lobry, Claude (1949-....)
Lobry, Jean (1922-....)
Lobstein, Dominique (1953-....)
Locatelli, Francesco (1941-....)  Editeur scientifique
Lochak, Danièle (1946-....)
Lochard, Jacques  Directeur
Lochard, Jean
Lochard, Joseph  Editeur scientifique
Loche, John-Simon  Illustrateur
Locht, Jean-Luc  Directeur
Locke, John (1632-1704)
Lockert, Olivier
Lockhart, Christy
Lockie, Andrew
Lockyer, Romilly  Traducteur
Locoste, Nathalie (1954-....)  Illustrateur
Locquin, Marcel V. (1922-....)
Loddenkemper, Konstanze
Lodge, Amy  Traducteur
Lodge, David (1935-....)
Lodge, Jo
Lodge, R. Anthony  Editeur scientifique
Lodziak, Fabrice (1974-....)  Illustrateur
Loeb, Caroline  Adaptateur
Loeb, Frédéric (1968-....)
Loeb, Jeph
Loeb, Sébastien (1974-....)  Collaborateur
Loenzien, Myriam de
Loetscher, Michel
Loetscher, Michel  Collaborateur
Loevenbruck, Henri (1972-....)
Loew, Frédérique
Lofficier, Jean-Marc  Editeur scientifique
Logan, Leanne
Logeay, Martine  Illustrateur
Logeay, Pierre  Rédacteur
Logez, Christelle
Logie, Jacques
Logié, Philippe
Logossah, Kinvi D-A. Seti I (1959-....)
Logre, Jérôme
Logue, Antonia (1972-....)
Lohmeyer, Till Reinhard
Lohoff, Ernst
Lohr, Geneviève
Loi, Emmanuel (1950-....)
Loire, Cédric (1974-....)
Loire, Stéphane (1969-....)  Collaborateur
Loiseau, Anne-Françoise
Loiseau, Bernard (1951-2003)
Loiseau, Marie-Élisabeth
Loisel, Jean-Jacques (1942-....)
Loisel, Jean-Pierre (19..-.... ; en poste au CREDOC)  Rédacteur
Loisel, Régis (1951-....)
Loisel, Yves
Loiseleur, Jules (1816-1900)
Loisillier, Maud (1969-....)
Loison, Guy
Loison, Marc  Directeur
Loison, Peggy  Adaptateur
Loisy, Albine  Traducteur
Loisy, Anne de
Loizillon, Sophie (1958-....)
Lojkine, Jean (1939-....)
Lojkine, Stéphane
Lol ! (1968-....)
Lolivier, Gloria (19..-.... ; auteur de livres de cuisine)
Lolmède, Laurent (1965-....)
Lomas, Robert (1947-....)
Lombard, Jean (1854-1891)
Lombard, Jean-Charles (1939-....)  Traducteur
Lombard, Maurice (1904-1965)
Lombard, Michel (1933-....)
Lombard, Nicole (1937-....)
Lombard, Pierre (1955-.... ; instituteur)  Directeur
Lombard, René-André
Lombard-Jourdan, Anne (1909-....)  Editeur scientifique
Lombardini, Christian
Lombardo, Paul  Traducteur
Lombardot, Roger (1947-....)
Lombardy, Sylvain
Lombroso, Cesare (1835-1909)
Lomellini, Jacques  Illustrateur
Lomné, Georges  Postfacier
Lomont, Bérangère  Illustrateur
Lomont, Marthe  Traducteur
Lompret, Claude
Lomré, Maurice  Traducteur
Lomu, Gérard  Rédacteur
Lonchampt, Loïc  Rédacteur
Lonchant, Dominique
Loncle, François (1941-....)  Rédacteur
Londiche, Georges (1938-....)
London, Caroline
London, Jack (1876-1916)
London, Jonathan
London, Mary
Londres, Albert (1884-1932)
Long, Luc  Directeur
Long, Marceau (1926-....)  Editeur scientifique
Long, Sylvie (1973-....)  Collaborateur
Longatte, Jean  Editeur scientifique
Longere, Frédérique (1971-....)
Longevialle, Fabrice de (1952-....)
Longeville, Jean  Traducteur
Longin
 Longin ,  Étienne  Illustrateur
Longin, Jean-Paul
Longin, Pierre (1934-....)
Longo, Jeannie (1958-....)
Longo, Stéphane
Longour, Michèle
La Bruslerie, Hubert de
La Bruyère, Jean de (1645-1696)
La Caffinière, Jean-Yves de (1938-....)
La Calle, Angel de  Illustrateur
La Carbona, Gilles
La Cecla, Franco (1950-....)
La Chapelle, Philippe de
La Chesnais, P. G. (1865-1948)  Traducteur
La Chiusa, Lillo
La Cochetière, Marie-France de
La Condamine, Patrice de (1955-....)
La Corbière, Michèle de (1932-....)  Illustrateur
La Ferrière, Laurence de (1957-....)
La Font de Saint-Yenne, de
La Fontaine, Jean de (1621-1695)
La Fontaine, Jean de (1621-1695)  Auteur adapté
La Fontaine, Jean de (1621-1695)  Auteur présumé
La Fressange, Inès de (1957-....)
La Fuente, Philippe de (1969-....)  Traducteur
La Fuente, Véronique de (1959-....)
La Galite, John (1952-....)
La Garanderie, Antoine de (1920-....)  Préfacier
La Garanderie, Marie-Madeleine de  Editeur scientifique  Traducteur
La Gessée, Jean de (1550?-....)
La Gorce, Jérôme de (1951-....)
La Grandville, Frédéric de  Editeur scientifique
La Grange, Arnaud de
La Grange, Emmanuelle de  Préfacier
La Grange, Thierry de  Rédacteur
La Greca, Giuseppe (1935-....)  Editeur scientifique
La Guérinière, François Robichon de (1688-1751)
La Guéronnière, Christian de (1969-....)
La Guéronnière, Isabelle de
La Guette, Pierre-Gabriel de
La Guillonnière, Jenny de
La Héronnière, Édith de
La Hougue, Arnaud de
La Maisonneuve, Éric de
La Malène, Christian de (1920-....)
La Mardière, Christophe de
La Mennais, Jean-Marie de (1780-1860)
La Montluel, Marie de
La Morinerie, Aurore de  Illustrateur
La Morinerie, Benoît de (1930-....)
La Motte, Antoine Houdar de (1672-1731)
La Nourais, Prosper-Alexis de (1810-....)  Traducteur
La Paix, Renate de  Rédacteur
La Patellière, Denys de (1921-....)
La Pinta, Thomas de  Illustrateur
La Plante, Lynda (1947-....)
La Poaimmière, Violaine de
La Police, Pierre (1959-....)
La Pomélie, Charles de (19..-2000)
La Roche, Loretta
La Roche-Saint-André, Anne de
La Rochefoucauld, Béatrice de
La Rochefoucauld, Robert de (1923-....)
La Rochefoucauld-Liancourt, François-Alexandre-Frédéric de (1747-1827)
La Rochefoucauld-Liancourt, Frédéric Gaëtan de (1779-1863)
La Selle, Aurélie de (1966-....)
La Souchère, Marie-Christine de
La Soudière, Vincent (1939-1993)
La Taille, Christophe de 
La Touche, Hugues de
La Tour de Mossart, Gonzague (1974-....)
La Tour Du Pin, Patrice de (1911-1975)
La Tour, Dominique de (1961?-....)
La Tullaye, Florent de  Illustrateur
La Tullaye, Jean de
La Tullaye, Nicolas de (1958-....)
La Vaissière, Étienne de
La Vallée Poussin, Louis de (1869-1938)
La Varande, Marie
La Varende, Jean de (1887-1959)
La Varenne, Pierre François (1618-1678 ; sieur DE)
La Viera, Antoine de  Collaborateur
La Villeguérin, Yves (1959-....)  Directeur
Laâbi, Abdellatif (1942-....)
Laâbi, Abdellatif (1942-....)  Editeur scientifique
Laacher, Smaïn
Laacher, Smaïn  Rédacteur
Laage Blanc-Garin, Monique
Laaoula, Khalid (1968-....)
Laassir-Marquilly, Nicole
Labadarios, Demetre  Editeur scientifique
Labadie-Larroudé, Christine
Labaky, Mansour
Laban, Michel  Traducteur
Labarbe, Johanne  Editeur scientifique
Labarbe, Patrice  Illustrateur
Labarde, Philippe (1939-....)
Labarère, Jacques  Editeur scientifique
Labari, Brahim
Labaronne, Charlotte  Illustrateur
Labarre de Raillicourt, Dominique
Labarre, Laurence
Labarrière, Dominique (1948-....)
Labarrière, Dominique (1948-....)  Collaborateur
Labarrière, Dominique (1948-1991)
Labarrière, Pierre-Jean (1931-....)  Editeur scientifique
Labarrière, Pierre-Jean (1931-....)  Traducteur
Labarthe, Françoise  Directeur
Labarthe, Philippe
Labarthe-Postel, Judith
Labat, Jean-Noël (1955-....)  Collaborateur
Labat, Thomas
Labatut, Anny  Rédacteur
Labatut, Pierre-Marie
Labaume, Marc  Traducteur
Labaume, Vincent
Labaune, Philippe  Editeur scientifique
Labaye, Line
Labayle, Denis (1946-....)
Labayle, Éric (1966-....)
Labayle, Éric (1966-....)  Editeur scientifique
Labazée, Pascal (1953-....)
Labbé, Brigitte
Labbé, Daniel
Labbé, Denis (1965-....)
Labbe, Jean-Claude (1944-....)
Labbé, Maurice
Labbé, Michelle
Labbé, Philippe (1954?-....)
Labbé, Vincent
Labbé, Yves (1949-....)
Labbée, Xavier
Labé, Anne-Sylvie  Adaptateur
Labeille, Maryvonne
Labejof, Alex (1955-....)
Laberty, Andrée
Labescat, Jacques
Labeyrie, Lionel (1949-....)  Illustrateur
Labhardt, Felix (1950-....)
Labica, Georges (1930-....)  Editeur scientifique
Labiche, Eugène (1815-1888)
Labidi, Saïd
Labidi-Ben Yahia, Turkia (1951-....)
Labille, Marc  Rédacteur
Labin, Casian  Illustrateur
Labis, Patrick
Labit, Claude (1956-....)  Directeur
Lablanche, Dominique  Traducteur
Laboa, Juan María  Directeur
Labonté, Marie-Lise
Laborde Pédelahore, Philippe de (1957-....)
Laborde, Chantal
Laborde, Christian (1955-....)
Laborde, Françoise (1953-....)
Laborde-Milaa, Isabelle  Directeur
Laborderie, Renaud de
Laborie, Jean-Marc
Laborie, Karen  Illustrateur
Laborie, Philippe
Laborie, Pierre (1936-....)  Directeur
Laborieux, Alain
Labouche, Didier (1963-....)  Illustrateur
Laboudigue, Maïté (1957-....)  Illustrateur
Labouesse, Michel
Labourdette, Jean-François  Directeur
Labourdette, Jean-Paul
Labouré, Denis (1956-....)
Labourel, Marc
Labouret, Denis  Directeur
Labouret-Grare, Mireille (1956-....)
Labourie, Jean-François (1964?-....)
Labourie, Marie-Christine
Laboute, Pierre (1942-....)
Labre, Chantal (1945-....)
Labre, Chantal (1945-....)  Traducteur
Labrecque, Jennifer
Labriolle, Pierre de (1874-1940)  Editeur scientifique
Labrique, Françoise  Editeur scientifique
Labro, Philippe (1936-....)
Labrosse, José
Labrosse, Thierry (1961-....)  Illustrateur
Labrot, Jacqueline (1946-....)  Illustrateur
Labrousse, Arnaud
Labrousse, Audran
Labrousse, Élisabeth (1914-2000)  Préfacier
Labrousse, Jean-François
Labrousse, Jeanne  Traducteur
Labrouste, Henri (1801-1875)  Illustrateur
Labruffe, Alain (1941-....)
Labrusse, Eudes (1963-....)
Labrusse, Hughes
Labrusse, Sébastien  Préfacier
Labruyère, Joël  Traducteur
Labry-Bourthoumieu, Suzanne (1928-....)
Labsolu, Jérémie  Illustrateur
Labutte, Paul (1905-....)
Lac, Michel (1951-....)
Laca, Brenda  Editeur scientifique
Lacaf, Fabien
Lacaïle, Philippe
Lacaille, Frédéric
Lacaille, Louis (1920-....)
Lacambre, Geneviève  Préfacier
Lacamp, Ysabelle
Lacan, Alain  Collaborateur
Lacan, Jacques (1901-1981)  Préfacier
Lacarrière, Jacques (1925-....)
Lacarrière, Jacques (1925-....)  Editeur scientifique
Lacarrière, Jacques (1925-....)  Préfacier
Lacarrière, Jacques  Préfacier
Lacascade, Jean-Louis
Lacasse, Germain
Lacassin, Francis (1932?-....)
Lacassin, Francis (1932?-....)  Editeur scientifique
Lacassin, Francis (1932?-....)  Préfacier
Lacaussade, Auguste (1815-1897)
Lacaze, Alain
Lacey, Joël
Lach, Denise (1952-....)  Illustrateur
Lachaise, Francis
Lachance, Laurent
Lachapelle, Jean-Jacques  Editeur scientifique
Lacharme, Manu
Lacharme, Raymond
Lacharon, Louise
Lacharron, Delphine (1974-....)
Lachartre, Lancelot (1990-....)
Lachaud, Annie
Lachaud, Bernard (1971-....)
Lachaud, Catherine (1950-....)  Illustrateur
Lachaud, Denis (1964-....)
Lachaud, Jacques (1923-....)
Lachaume, Jean-François
Lachaux, Bernard
Lachenal, Lydie Marie  Traducteur
Lachenaud, Valérie
Lachet, Claude  Editeur scientifique
Lachèvre, Cyrille (1974)
Lachèze, Maxime
Lachgar, Lina
Lachiver, Catherine  Rédacteur
Lachkar, Yves
Lack, Hans Walter (1949-....)
Lackenbacher, Sylvie  Editeur scientifique
Lackey, Mercedes (1950-....)
Laclavetine, Jean-Marie (1954-....)
Lacloche, Jean-Pierre  Editeur scientifique
Lacloche, Jean-Pierre  Préfacier
Laclos, Michel (1926-....)
Lacombe, Bernard (1939-....)
Lacombe, Brigitte
Lacombe, Chantal (19..-.... ; illustratrice)  Illustrateur
Lacombe, Fabrice
Lacombe, Jean-Louis  Illustrateur
Lacombe, Philippe (19..-.... ; économiste)  Directeur
Lacombe, Pierre (1968-....)
Lacombe, Sylvia (1959-....)
Lacombe, Sylvia  Directeur
Lacomblez, Antoine
Lacombrade, Philippe
Lacono, Geneviève
Lacor, Agnès (1960-....)
Lacor, Agnès (1960-....)  Traducteur
Lacor, Sandrine  Traducteur
Lacordaire, Henri (1802-1861)
Lacoste, Fanny
Lacoste, Francis  Directeur
Lacoste, Jacques (19..-.... ; galériste)  Collaborateur
Lacoste, Jacques (1938-....)
Lacoste, Jean (19..-.... ; agrégé de philosophie)  Traducteur
Lacoste, Jean-Yves  Directeur
Lacoste, Joris (1973-....)
Lacoste, Pierre (1924-....)  Préfacier
Lacoste, Sophie
Lacoste, Vincent (1967-....)
Lacoste, Yves
Lacoste-Dujardin, Camille (1929-....)
Lacoste-Veysseyre, Claudine  Editeur scientifique
Lacôte, Jean-Yves  Illustrateur
Lacotte, Daniel (1951-....)
Lacotte, Jérôme
Lacouchie, Alain (1947-....)
Lacoue-Labarthe, Philippe (1940-....)
Lacoue-Labarthe, Philippe (1940-....)  Préfacier
Lacoue-Labarthe, Philippe (1940-....)  Traducteur
Lacour, Christian
Lacour, Frédérique
Lacour, Laurent (1949-....)
Lacour, Michel (1946-....)  Directeur
Lacourarie, Chantal
Lacourbe, Roland  Editeur scientifique
Lacourbe, Roland  Préfacier
Lacouture, Jean (1921-....)
Lacouture, Jean (1921-....)  Préfacier
Lacouture, Marc  Editeur scientifique
Lacques, Catherine (1958-...)
Lacroix de Lavalette, Étienne de (1916-....)
Lacroix, Christian (1953-....)
Lacroix, Corinne
Lacroix, Dominique  Editeur scientifique
Lacroix, Jean-Louis  Directeur
Lacroix, Jean-Yves (19..-.... ; angliciste)  Traducteur
Lacroix, Marie-Hortense
Lacroix, Michel (1946-....)
Lacroix, Nicolas
Lacroix, Nitya
Lacroix, Philippe (1957-....)
Lacroix, Raymond (1919-....)
Lacroix, Roger (1922-....)
Lacroix, Roger (1928-....)  Directeur
Lacroix, Roland
Lacroix, Roland  Adaptateur
Lacroix-Breton, Myriem
Lacroix-Sablayrolles, Hélène
Lacronique, Jacques (1947-....)
Lacrouts, Marc  Rédacteur
Lacroux, Alain
Lacroux, Jean-Pierre (1947-....)
Lacube, Marie-Josée (1948-....)  Traducteur
Ladaique, Jean Marie Joseph (1936-....)
Ladégaillerie, Hélène  Traducteur
Ladegaillerie, Yves
Lades, Gilles (1949-....)
Ladevèze, Pierre (1945-....)
Ladhari, Riadh
Ladjadj, Hélène  Traducteur
Ladjali, Cécile
Ladouce, L.  Traducteur
Ladouce, Paul (1927?-....)
Ladoucette, Bertrande
Ladous, Régis (1946-....)
Ladrière, Hélène
Ladrière, Jean (1921-....)  Préfacier
Ladsous, Jacques (1927-....)  Directeur
Ladsous, Jacques (1927-....)  Rédacteur
Laederach, Monique (1938-....)
Lafaix, Hélène  Illustrateur
Lafaix, Philippe
Lafarge, Marcel (1923-....)
Lafarge, Philippe (1958-....)
Lafargue, Jacques
Lafargue, Paul (1842-1911)
Lafargue, Pierre (1967-....)
Lafargue, Régis (1961-....)
Lafaurie, Madeleine  Editeur scientifique
Lafay, Gérard
Lafay-Bonfils, Claude
Lafaye, Claude (1931-.....)
Lafaye, Jean-Yves  Collaborateur
Lafer, Johann
Laferrière, Dany (1953-....)
Laferrière, Pierre-Henry (1923-....)  Collaborateur
Laffargue, Claire  Illustrateur
Laffargue, François  Directeur
Laffin, Christelle
Laffitte, Jean (1952-....)  Préfacier
Laffitte, Marie-Pierre (1946-....)  Rédacteur
Laffitte, Pierre (1925-....)  Rédacteur
Laffon, Caroline
Laffon, Martine (1951-....)
Laffon, Martine (1951-....)  Traducteur
Laffont, Frédéric
Laffont, Geneviève
Laffont, Jean-François  Traducteur
Laffont, Pierre-Yves  Directeur
Lafforest, Roger de
Lafforgue, Pierre (1935-....)
Laffort, Paul
Lafi, Nora
Lafigère de Lahondès, Jules de (1830-1914)
Lafitte, Jean (19..-.... ; linguiste)  Editeur scientifique
Lafitte, Jean-Jacques  Traducteur
Lafitte, Olivier
Lafitte, Pierre (1901-1985)
Laflaquière, Anne  Traducteur
Lafleur, Dominique (1952-....)
Lafleur, Virginie
Lafon, Bernard (1952-....)
Lafon, Christine  Traducteur
Lafon, Ernest
Lafon, Georges (1935-....)
Lafon, Guy (1930-....)
Lafon, Isabelle (1971-....)
Lafon, Jacques (1941-1999)
Lafon, Jean-Pierre
Lafon, Marie-Hélène
Lafon, Xavier (1949-....)
Lafon-Manescau, Jean-Pierre
Lafond, Éric (1973-....)
Lafond, Francis
Lafond, Jacques
Lafond, Jacques  Editeur scientifique
Lafond, Michel (1946-....)
Lafond, Philippe (1966-....)  Collaborateur
Lafont, Daniel  Traducteur
Lafont, Élisabeth
Lafont, Ghislain (1928-....)
Lafont, Henry (1920-....)
Lafont, Jean-Paul (1946-....)  Directeur
Lafont, Robert (1923-....)
Lafont, Robert (1923-....)  Préfacier
Lafont, Suzanne (1949-....)
Lafonta, Isabelle
Lafore, Robert (1951-....)
Laforest, Frédérique
Laforest, Michèle  Collaborateur
Laforgue, Pierre (1957-....)
Laforgue, René
Lafossas, Franck
Lafosse Dauvergne, Geneviève
Lafosse, Alex  Directeur
Lafouge, Thierry
Lagache, Isabelle
Lagadec, Gaël (1971-....)  Directeur
Lagadec, Gaël (1971-....)  Rédacteur
Lagadec, Gaël  Préfacier
Lagadec, Patrick
Lagadec, Patrick  Rédacteur
Lagarce, Jean-Luc (1957-1995)
Lagarde, Alain
Lagarde, André (1925-....)  Editeur scientifique
Lagarde, Bernard
Lagarde, Christian (1953-.... ; professeur)  Directeur
Lagarde, Christian (1953-.... ; professeur)  Editeur scientifique
Lagarde, Louis (19..-.... ; historien local)
Lagardette, Martine
Lagarenne, Christine  Directeur
Lagauche, Serge (1940-....)  Rédacteur
Lagayette, Pierre (1946-....)
Lagayette, Pierre (1946-....)  Directeur
Lageira, Jacinto
Lagenette, Michel
Lagénie, Jean (1908-1993)
Lager, Carole  Traducteur
Lager, Claude  Traducteur
Lagerfeld, Karl (1938-....)  Préfacier
Lagerlöf, Selma (1858-1940)
Laget, Michel  Collaborateur
Laget, Serge (1947-....)
Laget, Thierry (1959-....)  Traducteur
Laghmani, Slim  Directeur
Lagier, Joëlle  Illustrateur
Lagier, René (1955-....)  Illustrateur
Lagier, Rosine
Lagier, Rosine  Collaborateur
Laglenne, Gérard  Editeur scientifique
Lagny, Isabelle (1961-....)
Lagny, Michèle
Lagogué, Marie-Josèphe  Rédacteur
Lagorce, Stéphane
Lagorgette, Jean (1881-1942)
Lagoute, Christophe  Collaborateur
Lagoutte, Daniel
Lagoutte, Jean-Michel
Lagoutte, Pierre (1920-....)
Lagrange, Francis Alphonse Joseph (1900-1964)  Illustrateur
Lagrange, Georges (19..-.... ; espérantiste)  Traducteur
Lagrange, Jacques (1934-....)
Lagrange, Jean-Léon (1949-....)  Directeur
Lagrange, Marc (1949-....)
Lagrange, Marianne  Rédacteur
Lagrange, Michel (1941-....)
Lagrange, Patrice (1948-....)
Lagrange, Philippe (1941-....)
Lagrange, Pierre (1963-....)  Editeur scientifique
Lagrange-Leader, Florence  Editeur scientifique
Lagrave, Roger (1923-....)
Lagrée, Jacqueline
Lagrée, Jacqueline  Directeur
Lagrée, Michel (1946-2001)  Directeur
Lagrèze-Fossat, Adrien (1814-1874)
Lagrifa, Marie-Odile
Lagrot, Isabelle
Lagrot, Jean-François
Lagroye, Jacques
Lagrue, Catherine (1970-....)  Rédacteur
Laguarda, Alice
Laguerre, Didier
Lagueunière, Pierre
Lagueyrie, Annie
Laguian, Pascal  Editeur scientifique
Laguiller, Arlette (1940-....)
Laguionie, Michel
Lahais, Didier (1958-....)
Lahana, Jacqueline  Traducteur
Laharie, Patrick  Editeur scientifique
Laharpe, Nicole de
Lahaye, Robert  Editeur scientifique
Lahaye-Collomb, Annette
Laheurte, Marielle
Lahille, Jean-Pierre
Lahire, Bernard (1963-....)
Lahire, Bernard (1963-....)  Directeur
Lahlou, Nadia (1961-....)
Lahmar, Rabah (1955-....)  Directeur
Lahmer, Marc
Lahontâa, Thierry  Illustrateur
Lahougue, Jean (1945-....)
Lahouste, Christian
Lahu, Roger
Lai, Antonio (1970-....)
Lai, Whalen (1944-....)
Laidet, Lionel
Laïdi, Ali (1966-....)
Laidin, Jean-Claude (1949-....)
Laiglon, Mylène
Laignel, Eric  Illustrateur
Laignel-Lavastine, Alexandra
Laigue, René de (1862-1942)
Lailhacar, Monique  Traducteur
Laillet, Patrick (19..-.... ; artiste)  Directeur
Laine, Alexandra
Lainé, Jean-Marc  Traducteur
Lainé, Michaël (19..-.... ; économiste)
Lainé, Pascal (1942-....)
Lainé, Sylvie
Lainé, Yves
Laing, Alastair  Préfacier
Laingui, André  Illustrateur
Lair, Jacques (1925-....)
Lairez-Sosiewicz, Nicole
Lairis, Simone  (1937-....)  Collaborateur
Laïs, Erika (1946-....)  Traducteur
Laisné, Jacqueline
Laisney, Vincent
Laitselart, Bertil
Laizé, Hubert
Lajarrige, Jacques (1960-....)  Editeur scientifique
Lajarrige, Jacques (1960-....)  Traducteur
Lajarte, Isabelle de  Traducteur
Lajarte, Olivier de  Illustrateur
Lajoie, Andrée (1933-....)
Lajoye, Michel (1967-....)
Lake, Ayavi (1980-....)
Lake, Deryn
